	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	mt-Co2	Igkc	Plac8	Tff3	mt-Co1	S100a6	Mptx1	Fcgbp	Hbb-bs	Actb	Dmbt1	Muc3	Saa1	mt-Cytb	mt-Atp6	Krt8	Spink1	Reg4	mt-Nd1	Igha	Txn1	Muc13	mt-Nd4	Tspan1	mt-Nd2	mt-Co3	Tpt1	Krt20	Prdx6	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Hbb-bt	Ptma	Lgals3	Actg1	Hba-a2	Slc25a5	Car4	Ppia	Rps23	mt-Nd3	Tmsb4x	Rpl23	Eef1a1	H2-Aa	Reg3b	Rack1	Rpl27a	Scd2	Rps24	Ccl6	Rps21	Reg3g	Cox8a	Guca2a	Cox7c	Ly6e	Atp1b1	Plet1	Calr	1810065E05Rik	Rplp0	Dstn	Slc26a3	Calm1	Rpl41	Rps14	Rpl10a	Oit1	Itm2b	Tgm3	Hspa5	Lgals4	Aqp8	Hsd11b2	Aqp4	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Rps20	Rps7	Mgat4c	Rpl39	Gm10053	Gm29123	Slpi	Ifit1bl1	Rps27a	Cox5a	mt-Nd5	Eif2s2	Rps16	Tspan8	Rps3	Arf1	Rpl18a	Tm9sf2	Gpa33	Myl6	Chchd2	Rps9	Car1	Cox4i1	Rpl17	Tgoln1	Tmbim6	Gapdh	Rpl31	Gfpt1	Rpl7	Atp5g3	Rpl35a	Rps29	Slc25a3	Cox6b1	Slc26a2	Rpl13a	Atp5a1	Rps13	Wdr24	Hsp90ab1	Gzma	Rpl28	Actn4	H2-Eb1	Rps11	Gm20594	Atp1a1	Srsf1	Uqcrb	Tmem59	Rpl37a	Retnlb	Prdx1	Ezr	Mxd1	Cd9	Sectm1b	Serinc3	Rpl37	Gm8797	Rpl5	Ces2c	Cdh1	Clca3b	Gnas	Manf	Klf4	Smim14	Rps26	Rpl12	Rps25	Eef1b2	Maoa	Rfk	Rpl4	Ubc	Cdh17	Fos	Fth1	Spint2	Clec2h	Hmgb2	Rps19	Jun	Serf2	Gng5	Sycn	H3f3a	Cldn7	Rpl7a	Dynll1	Tmem86a	Pls1	Hk2	Hint1	Rps28	Nfatc2	Rps17	Cdkn1a	P4hb	Cd63	Rpl6	Sec61b	Ccnd2	Cox6c	Ldha	Tm9sf3	Krt19	Rpl10	Tubb5	Adh1	Hspa8	H3f3b	Tagln2	Gm11808	Pigr	Tmed2	Upp1	2200002D01Rik	Gm17541	Rps18	Pabpc1	Cs	Rep15	Id1	Rps8	Pdia6	Ybx1	Atp5g1	Mgst3	Xist	Vdac2	Hmgb1	Fabp6	Rplp1	Slc10a7	Myl12b	Rpn1	Prr13	Klk1	Rps4x	Slc44a4	S100a10	Atp5l	Rps6	Tpd52	Txndc5	Cystm1	Ccl5	Pfn1	Snrpf	Calm2	Rpl14	Clca4b	Hdgf	Cd74	Rps15a	Ceacam10	H2-Ab1	Tm4sf20	Hsp90b1	Cdhr5	Gm9844	Cmpk1	Rpl13	Aldh2	Ctnnd1	Prss32	Clic1	Tmed10	Rpl19	Aco2	Serp1	Set	Actr3	Cd177	Ggh	Bcas1	Slc12a2	Ywhaz	Ckmt1	Iqgap2	Fut2	Ahnak	Rnf31	Tmprss2	Ms4a8a	Spcs2	Duox2	Rrbp1	Cd164	Pcbp2	Rpl22	Gsdmc4	Cox7a2	Anxa2	Btf3	Chp1	Rpsa	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Ctsb	Wbp5	Sec61g	Hmgcs1	Dbi	Ptp4a1	Cd24a	Eef1g	Cox7b	Uqcr10	Fxyd3	Uqcrq	Atp5b	Gprc5a	Slc13a2	Ywhab	Slc6a8	Myh14	Mboat1	Lars2	Serpinb1a	Rac1	Galnt7	Gmds	S100a11	Emp1	Dsg2	Rbm47	Serpinb6a	Ucp2	Arf4	Tuba1b	Nov	Rps5	St6galnac6	Gpx2	S100a16	Gcnt3	Cd38	Atp5j	Gnb1	Ndufa4	Atp5g2	2210407C18Rik	Arpc2	Rpl36a	Ndufb8	Ctnnb1	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Sec61a1	Glul	Apol10a	Rpl26	Rnf128	Atp5f1	Smpdl3a	Golm1	Qsox1	Mcl1	Pkn2	Pmp22	Creb3l1	Gsn	Tkt	Sqrdl	Parm1	Ostc	Sypl	Rps10	Hepacam2	Capzb	Eif4g2	Hnrnpab	Lama4	Eif1	Hnrnpf	Id3	Rpl8	Pcbp1	Ces2e	Rab1a	Rpl38	Krt18	Klf6	Atp5j2	2010107E04Rik	Zfp644	Ybx3	Mrfap1	B3gnt7	Slc5a8	Hoxb13	Shisa5	Tram1	Npm1	Cldn3	Arl1	Suclg1	St3gal4	Lasp1	Prdx5	Uba1	Pold4	Npc2	Gda	Oaz1	Ethe1	Ndufa2	Ywhaq	Slc6a14	Aes	Tax1bp1	Eef2	Pdia3	Cib1	Lurap1l	Ddost	Ndufa6	Cdc42	Nans	Cpd	Dlk1	Atp6ap2	Arf6	Rab2a	Serbp1	S100a14	Usmg5	Elf3	Hnrnpa2b1	Eif5a	Gna11	Stard10	Hnrnpa3	Deptor	Arpc3	Zfp36	Hsp90aa1	Clcn2	Ctss	Atp12a	Gm4262	Gabarap	Slc35c1	Uqcrc2	Msmo1	Ido1	Slc4a7	Rpl34	Psap	Rpl32	Chmp4b	Gsto1	Cyp4f14	Slc39a4	Txnip	Naca	Eif3c	Suclg2	Ahcyl2	Hnf4a	Rhoc	Ddx5	Rplp2	Aph1a	Tomm7	Tmem45b	Cycs	Sult1b1	Clic5	Atp5k	Ptms	Mgat4b	Cttn	Arpc1b	Atp5o	Arpc5	Higd2a	Fuca1	Misp	Rpl21	Chek1	Nudt4	Lamp1	Lima1	Scin	Rpl3	Pla2g10	Efhd2	Capns1	Il13ra1	Pkm	Psma3	Ildr1	Csnk1a1	C1galt1	Gm1123
tmouse_1374	2	1	0	21	8	119	0	11	0	75	8	0	0	0	1	1	8	2	49	61	4	0	1	48	0	2	6	35	3	36	42	3	3	1	1	0	0	11	0	0	0	0	0	2	2	0	1	5	0	0	12	4	0	1	2	0	0	0	1	0	0	1	0	2	2	1	0	3	1	1	2	2	3	4	5	0	0	0	0	1	1	1	2	1	0	0	1	0	1	2	0	1	0	3	1	2	0	0	0	1	1	12	2	0	0	0	0	1	1	0	3	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	1	1	29	0	0	0	0	0	0	0	2	2	1	0	1	0	0	0	0	1	0	1	0	3	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	21	0	2	0	0	1	0	4	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	3	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	2	2	0	0	0	2	0	0	0	0	2	1	1	2	0	13	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
tmouse_1375	5	61	0	5	2	17	0	0	0	28	15	1	0	0	9	1	0	2	16	25	2	0	1	9	0	6	1	15	9	9	12	24	0	0	17	31	0	0	0	12	1	0	2	0	5	0	4	0	7	7	7	0	17	9	4	0	8	6	3	13	10	12	0	8	2	8	10	0	3	9	0	3	2	0	3	3	7	2	9	3	0	7	1	0	0	0	1	6	1	5	12	6	5	0	11	3	0	0	0	6	2	0	2	10	1	3	3	4	4	1	6	2	7	0	1	5	5	4	1	11	8	4	5	2	5	3	4	2	2	0	6	4	2	0	3	0	0	11	0	2	3	1	1	1	2	2	0	0	1	0	6	6	5	6	0	2	1	8	3	0	5	1	7	4	2	0	0	2	4	0	6	2	4	0	0	1	2	2	2	3	0	1	8	2	0	1	0	1	3	4	4	0	8	7	0	7	1	1	0	5	0	10	1	0	0	2	3	1	0	2	0	0	5	3	6	1	0	0	4	9	0	2	0	0	2	0	0	4	6	1	2	0	3	1	1	0	3	2	6	3	0	0	1	0	2	4	0	1	2	2	1	4	0	1	1	1	4	3	0	0	1	1	4	1	0	1	1	1	1	0	0	0	0	2	0	1	0	1	0	3	0	1	1	2	1	2	0	2	1	1	0	2	2	2	0	2	2	1	3	0	1	5	2	5	4	2	0	0	3	6	1	2	0	0	1	0	0	0	0	0	3	0	4	2	0	0	1	0	0	5	1	1	2	6	0	1	1	1	2	0	0	4	0	1	1	3	0	1	1	4	6	0	0	4	1	2	0	0	0	2	3	2	1	0	5	1	2	0	0	3	2	1	1	1	0	0	1	1	0	0	1	0	0	3	2	1	0	1	1	0	0	2	3	0	4	2	2	1	1	2	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	0	2	0	1	1	1	2	0	0	1	1	0	1	0	0	2	2	2	0	0	0	0	3	0	1	0	2	0	0	1	2	3	2	1	0	0	1	0	2	1	0	1	0	1	0	0	2	1	2	0	0	0	0	1	0	1	2	0	1	1	0	1	0	0	0	0	0	2	1	0	4	1	0	3	0	0	2	0
tmouse_1376	3	2	0	14	10	25	0	13	1	10	17	0	0	0	19	21	9	0	15	8	17	4	0	10	0	7	14	8	8	7	7	4	3	6	0	3	3	2	0	1	0	0	0	4	1	0	8	0	1	2	8	4	4	2	1	0	7	2	8	3	0	6	0	2	2	6	0	5	0	4	0	5	2	3	6	4	1	3	0	0	1	1	10	0	0	10	0	1	4	3	2	1	3	0	2	4	3	0	0	5	1	3	3	1	4	1	1	1	6	1	1	3	3	0	2	2	3	4	3	1	3	0	7	1	0	8	0	1	4	2	1	0	2	0	3	4	0	3	10	4	3	1	0	4	0	1	0	1	1	0	0	2	1	1	0	2	0	4	0	0	0	0	0	2	0	1	1	1	1	3	1	6	0	1	0	0	0	3	3	0	1	1	2	0	8	0	2	2	2	2	4	1	1	1	3	1	0	0	3	1	6	1	0	1	0	0	0	2	1	0	1	0	0	2	0	1	0	2	1	0	2	3	2	0	1	0	0	3	1	1	2	1	0	0	1	3	2	0	0	0	2	0	2	0	3	2	0	0	1	1	0	0	0	0	1	0	1	0	5	1	0	0	0	2	3	0	0	4	2	0	0	0	5	4	1	2	1	1	1	3	0	0	1	1	0	2	0	2	3	0	3	2	2	1	1	2	5	1	1	1	0	0	0	2	0	0	0	0	3	0	0	1	0	1	2	1	1	0	6	0	1	1	1	1	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	1	0	1	1	1	0	3	0	1	0	0	2	0	0	1	0	0	1	0	2	0	4	1	0	0	3	0	0	0	0	0	0	0	2	0	1	0	1	0	1	1	0	1	1	0	0	2	2	2	0	0	0	1	0	1	0	0	1	1	0	2	0	1	1	0	0	0	2	2	1	3	0	0	2	2	1	1	0	1	1	0	2	3	2	0	0	1	2	1	1	2	0	1	0	3	2	1	0	2	0	0	1	1	1	1	0	1	0	2	0	1	1	2	1	1	4	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0
tmouse_1377	3	0	0	35	21	49	0	34	0	20	24	0	0	0	15	6	12	5	25	21	12	0	0	12	0	22	14	7	19	12	12	9	37	6	0	9	5	3	0	0	0	0	0	12	11	0	11	1	3	2	5	18	1	1	9	0	1	2	0	0	0	2	0	10	10	16	0	3	1	1	9	2	4	2	5	0	0	0	1	5	0	0	2	5	0	0	6	3	1	11	2	0	1	7	0	6	1	0	5	0	12	1	2	4	1	2	2	0	5	5	7	19	1	1	10	0	4	5	0	0	2	1	2	0	5	11	11	2	2	6	3	0	0	0	0	3	4	0	1	3	3	5	6	1	0	2	6	5	4	2	2	1	2	0	2	1	2	3	1	1	0	0	2	2	0	4	9	1	5	4	10	3	0	3	0	0	4	1	3	0	2	4	0	2	0	1	0	5	3	0	0	3	0	2	0	0	0	1	8	2	1	0	1	0	1	1	4	6	0	0	1	5	0	0	0	7	0	3	0	0	1	4	1	0	1	0	0	1	2	2	0	1	0	0	4	3	7	1	1	0	6	0	0	0	8	1	1	1	0	0	0	2	1	0	5	1	2	0	0	5	1	3	1	2	0	5	2	1	0	5	0	0	0	1	5	0	4	0	1	2	1	0	1	3	2	1	0	3	1	0	3	0	1	0	0	1	3	2	1	0	0	0	2	2	1	0	0	4	2	0	2	2	1	1	1	2	1	3	0	2	1	0	0	0	0	0	1	1	2	0	0	0	0	2	0	2	2	0	2	0	0	2	0	0	0	3	3	0	1	1	0	0	1	1	1	0	2	1	0	1	0	1	0	5	0	2	1	2	1	1	0	1	0	1	0	1	0	3	0	3	0	0	2	0	0	3	1	1	3	1	2	0	0	1	0	1	1	0	0	4	2	3	3	0	0	0	0	1	2	6	3	0	1	2	0	1	0	2	4	0	0	3	0	0	0	0	2	1	0	0	2	1	0	1	2	1	0	0	2	1	0	2	3	0	3	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	5	1	0	0	1	3	1	0	1	1	0	0	1	5	4	2	0	0	1	0	2	1	2	0	0	0	0	2	0	0	1	2	0	0	2	0
tmouse_1378	3	2	1	2	0	22	0	1	0	20	7	0	0	0	6	14	10	0	19	8	7	0	0	19	0	5	2	8	2	10	10	7	0	0	0	4	1	0	0	0	0	0	7	0	3	0	6	0	3	11	2	7	4	6	4	0	6	4	10	4	0	6	0	3	0	1	3	2	0	2	0	9	2	0	0	7	3	5	0	1	0	1	3	0	0	1	5	6	4	0	4	1	3	0	3	1	0	0	0	2	3	0	2	3	2	4	2	8	2	0	1	2	5	2	0	5	2	0	1	7	3	2	1	6	1	1	8	0	7	2	3	2	4	0	6	1	3	8	0	0	2	1	2	3	0	4	0	0	2	0	1	3	0	3	0	1	2	1	1	0	0	2	1	10	0	0	0	2	2	0	0	1	0	0	4	0	0	3	0	1	5	0	5	3	0	0	0	2	4	1	5	0	1	1	8	1	0	2	1	1	0	2	3	1	1	1	4	1	0	0	0	0	1	3	0	0	0	0	4	2	4	1	0	0	2	1	0	2	0	2	1	0	0	5	0	0	6	3	1	0	1	0	1	3	2	3	0	1	2	0	1	1	0	0	2	0	1	2	3	0	0	2	1	2	2	2	1	1	1	0	0	0	0	0	1	0	0	2	2	0	1	0	0	3	2	2	0	0	0	0	0	3	1	3	2	0	0	0	4	0	0	0	1	5	1	0	3	0	5	0	4	1	0	0	1	0	0	0	1	0	2	0	2	1	0	0	0	1	1	0	2	0	1	0	1	0	0	0	1	1	2	1	0	0	0	1	1	0	2	1	2	0	3	0	0	2	0	2	0	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	3	5	0	1	1	0	2	2	0	2	0	0	0	1	1	1	1	3	0	4	3	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	1	1	0	0	2	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	4	0	0	0	1	2	0	0	2	0	2	1	0	2	0	2	0	0	0	1	2	2	1	1	0	0	2	0	2	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	4	2	0
tmouse_1379	1	33	0	2	0	31	0	0	1	21	5	23	0	0	3	0	0	0	8	10	1	0	39	20	0	3	5	13	5	6	9	23	0	0	29	6	2	0	0	6	9	0	4	0	7	0	10	0	7	16	6	3	9	11	2	0	12	7	0	4	16	13	0	4	1	8	8	0	1	3	0	4	2	0	1	9	6	2	12	3	0	2	3	0	2	0	1	7	8	2	2	8	5	0	3	1	1	0	0	1	3	4	0	3	3	3	3	5	4	0	2	2	6	0	5	5	2	2	2	11	4	0	0	4	3	5	1	1	2	2	7	3	2	0	5	0	2	4	0	1	0	1	5	4	5	4	0	0	1	0	2	3	5	2	0	1	0	1	3	1	1	2	3	2	3	0	0	1	4	1	4	2	3	0	0	1	1	3	4	0	0	2	3	1	0	0	0	1	3	4	2	0	1	3	2	6	0	4	0	5	1	6	0	2	0	2	0	3	1	2	0	0	2	4	4	0	4	0	3	3	0	1	1	0	0	1	0	0	2	0	1	0	3	3	1	0	2	2	1	2	0	0	0	0	0	1	0	0	0	1	5	0	0	0	3	0	2	2	0	1	2	0	1	1	1	1	0	2	0	0	0	0	2	1	0	1	0	1	2	0	0	0	0	0	0	5	0	2	3	0	0	1	1	5	0	2	0	2	1	0	3	5	1	0	0	5	0	6	0	5	1	1	0	0	2	0	0	0	0	1	1	1	3	2	0	0	0	1	1	3	0	0	3	2	0	2	0	1	1	0	1	6	0	1	2	0	0	2	1	0	1	0	0	1	0	1	1	1	0	3	2	2	0	0	1	1	0	0	1	1	1	3	0	0	2	1	0	5	1	0	0	2	0	0	2	2	0	2	1	0	0	0	2	1	1	2	2	3	2	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	2	0	1	1	0	1	1	3	1	1	0	2	1	0	4	0	0	0	0	1	1	0	1	5	0	0	0	0	1	0	1	1	0	0	0	0	1	3	2	0	0	0	2	2	2	1	0	0	0	0	2	1	3	0	1	0	0	0	0	2	0	2	1	1	2	0	0	2	1	0	0	0	0	1	2	0	3	0	0	0	1	2	1	3
tmouse_1380	2	0	1	49	23	20	0	64	0	9	43	0	0	0	17	26	22	3	14	5	20	0	0	17	0	11	19	6	12	6	9	9	9	13	0	15	22	1	0	0	0	0	1	13	8	0	19	2	3	2	2	4	3	5	7	0	4	1	4	1	1	5	0	14	1	12	0	11	3	2	3	0	8	4	6	1	3	2	3	5	14	2	3	0	2	0	5	1	0	7	7	2	1	4	1	4	3	0	8	2	6	4	1	2	7	2	0	1	3	3	4	8	0	4	10	3	3	3	2	3	6	2	3	2	4	6	7	2	0	7	0	1	0	0	2	1	2	2	0	5	3	5	4	2	0	0	3	3	9	2	1	3	1	0	1	5	2	4	4	2	1	1	0	0	1	2	2	1	5	2	3	3	2	2	0	3	0	6	1	0	5	3	0	2	1	0	2	4	1	1	0	0	0	0	0	2	2	4	5	0	1	0	0	3	3	0	2	0	1	0	4	1	1	0	5	7	0	1	0	0	3	1	2	0	5	0	0	0	3	6	0	0	0	2	1	2	1	1	4	0	1	0	2	1	1	1	2	0	3	0	1	0	2	0	0	0	2	1	2	2	3	4	3	0	4	0	2	1	0	1	0	0	2	2	0	2	3	1	0	3	0	2	0	1	2	1	3	4	2	0	1	0	3	0	1	1	6	4	4	1	2	0	0	5	1	0	1	4	1	1	2	1	0	2	0	3	0	1	4	3	1	1	1	0	0	0	1	2	4	0	0	0	0	0	0	3	0	1	2	4	0	3	0	0	1	1	3	1	0	6	3	2	1	0	1	2	1	1	1	0	1	3	0	0	0	4	2	4	1	0	0	1	0	1	5	0	0	0	1	4	1	0	3	0	1	0	0	1	1	0	0	1	2	3	1	7	0	0	2	3	0	2	4	2	0	0	1	3	2	1	3	0	2	4	3	2	0	2	1	1	3	3	1	0	0	1	5	2	0	2	2	1	1	0	2	0	1	4	1	0	0	3	1	0	1	0	0	0	1	0	0	2	2	0	1	3	1	0	3	0	0	0	0	0	0	2	1	0	3	0	0	2	3	2	1	1	4	3	3	1	1	4	1	0	0	2	0	1	0	1	1	2	1	2	1	0	2	0	0	0
tmouse_1381	2	1	2	24	4	23	0	20	1	17	11	0	0	0	21	12	14	3	29	18	28	0	0	12	0	6	14	23	8	6	8	7	11	6	0	16	3	6	0	0	0	0	0	17	1	0	8	0	1	0	6	6	0	1	8	0	1	1	1	2	1	5	0	6	15	4	2	3	4	2	8	7	11	3	7	5	0	3	2	5	0	0	5	0	1	3	9	0	2	4	3	1	0	3	0	9	1	0	2	0	3	2	2	0	4	0	1	0	2	3	3	4	2	2	8	0	1	2	2	0	0	0	7	0	3	2	1	1	2	0	0	2	0	0	1	3	5	1	5	2	3	2	2	1	0	1	3	1	2	0	0	1	2	1	3	3	0	2	0	1	0	0	1	0	1	1	1	0	1	2	0	1	1	3	0	0	1	3	1	0	1	3	1	1	0	2	0	2	0	0	0	6	0	0	0	3	0	5	5	3	2	1	0	0	3	0	4	2	3	0	1	4	0	0	0	3	0	2	0	0	3	2	1	0	5	0	0	2	1	2	0	1	0	1	1	4	3	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	1	1	4	1	3	0	0	2	3	5	3	1	3	1	0	3	0	1	0	0	2	0	1	0	4	0	2	0	3	0	1	0	0	0	0	4	3	0	0	0	4	1	0	0	1	0	1	0	0	0	1	1	2	1	0	4	1	0	4	1	0	5	3	0	2	0	1	2	3	1	3	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	2	5	0	0	0	1	0	2	1	0	4	0	0	2	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	1	3	1	0	1	1	0	2	0	1	0	0	0	1	0	2	1	0	0	0	1	0	2	4	1	0	1	0	1	0	1	0	1	1	1	2	0	0	0	0	0	0	1	2	1	0	1	2	2	2	0	0	0	0	0	2	1	0	1	1	1	2	1	0	0	1	3	0	0	0	1	1	0	0	0	1	2	2	0	0	1	1	0	0	4	2	2	1	1	2	0	2	0	0	0	0	3	0	1	0	2	2	0	0	0	1	0	1	0	0	1	0	0	0
tmouse_1382	24	19	0	6	13	12	0	3	6	7	10	5	1	0	9	9	3	6	5	3	6	2	1	2	0	1	7	5	8	0	4	8	5	1	2	4	4	0	0	1	4	0	1	5	5	0	12	0	3	3	2	3	3	4	6	1	3	4	2	4	2	2	0	4	0	1	4	3	0	2	0	1	2	1	2	9	3	1	2	2	2	2	3	0	2	1	1	5	1	2	4	5	0	1	2	1	3	0	0	1	1	0	1	0	0	1	8	2	2	2	2	3	1	0	3	1	1	0	2	0	2	4	0	1	2	3	2	1	3	0	3	2	1	0	2	1	2	1	0	0	2	0	3	1	0	2	2	0	1	0	0	3	3	1	2	1	0	6	0	1	1	0	0	0	2	1	1	0	1	0	0	1	2	2	0	2	0	1	1	0	1	1	2	1	0	1	0	2	0	3	1	1	0	4	2	3	1	0	1	1	0	4	1	1	2	2	0	1	0	1	0	2	0	1	2	2	4	0	1	1	0	2	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	3	1	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	2	1	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	2	0	0	1	1	2	2	0	2	1	0	0	1	4	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	1	0	1	0	2	1	0	0	0	0	2	1	0	0	1	2	1	1	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	1	0	0	1	1	1	0	0	2	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	1	2	1	0	1	0	1	0	0	1	0	0	0	0	1	2	1	0	0	0
tmouse_1383	47	12	5	6	14	22	0	8	6	15	16	3	1	0	7	6	10	2	11	14	10	0	2	5	0	11	4	7	8	12	12	9	1	2	8	11	4	7	0	3	2	0	2	3	5	0	3	1	2	8	1	5	6	0	1	0	5	3	3	1	3	3	0	4	2	2	4	0	0	2	1	8	6	0	2	7	2	3	4	5	0	5	3	0	0	1	6	3	4	1	1	0	3	2	4	3	1	0	0	2	0	1	1	3	1	2	2	1	3	3	1	5	2	0	6	3	1	7	1	0	3	1	4	1	1	4	2	3	3	2	1	2	2	0	1	3	0	5	1	0	2	2	1	4	0	1	0	1	2	2	1	0	2	0	0	1	1	2	1	3	2	4	0	1	2	1	1	3	0	1	1	1	2	2	0	3	0	3	0	1	1	2	1	0	0	0	0	0	2	1	0	0	3	2	2	4	1	3	1	6	0	1	0	0	1	0	1	1	0	4	0	1	0	1	0	0	0	1	3	1	3	1	0	0	3	3	0	1	0	1	1	0	1	1	0	3	2	2	2	0	1	0	1	1	2	1	0	1	0	0	0	4	0	0	1	0	0	2	0	1	1	0	1	0	3	1	0	0	0	0	0	0	0	1	1	0	2	0	1	2	1	3	1	0	0	1	1	4	1	2	2	1	1	0	0	0	2	1	0	1	3	0	3	0	1	0	1	1	1	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	3	1	1	2	2	1	0	3	2	1	1	0	0	0	0	3	1	3	1	1	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	1	2	0	0	1	0	0	2	0	0	3	1	1	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	4	4	0	1	0	1	0	0	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	4	0	1	1	0	0	1	0	0	0	1	1	0	0	3	1	0	0	1	0	2	0	1	0	0	1	1	0	1	0	0	1	1
